"Year","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037"
"Total_kWh",0,0,0,0,1,1,4,368,848,1096,1534,1903,2197,2773,3366,3630,4250,4558,4703,5101
"ag003",0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,6,6
"ag004",0,0,0,0,0,0,0,4,4,4,4,4,9,9,9,9,9,11,11,11
"ag005",0,0,0,0,0,0,0,0,4,4,4,4,4,4,11,11,11,11,7,7
"ag010",0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,12,12,12
"ag012",0,0,0,0,0,0,0,7,7,7,7,7,16,16,16,16,26,19,19,19
"ag013",0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,13,13,13
"ag014",0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,17,17,17,17
"ag015",0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,8,8
"ag016",0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,26,26
"ag017",0,0,0,0,0,0,0,0,10,10,10,10,10,10,25,25,25,25,15,32
"ag018",0,0,0,0,0,0,0,0,5,5,5,5,5,5,13,13,13,13,8,8
"ag019",0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,9,9,9,9,5
"ag020",0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,25,25,25,25
"ag021",0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,43,43,43
"ag023",0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,12,12,12,12,7
"ag025",0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,19,19,19,19,11
"ag027",0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,24,24,24
"ag028",0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,13,13,13,13
"ag029",0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,13,13,13
"ag030",0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,9,9
"ag031",0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,15,15,15
"ag032",0,0,0,0,0,0,0,0,5,5,5,5,5,5,14,14,14,14,9,9
"ag033",0,0,0,0,0,0,0,0,12,12,12,12,12,12,28,28,28,28,16,34
"ag034",0,0,0,0,0,0,0,0,7,7,7,7,7,7,17,17,17,17,10,10
"ag035",0,0,0,0,0,0,0,11,11,11,11,11,11,27,27,27,27,16,34,34
"ag036",0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,11,11,11,11
"ag037",0,0,0,0,0,0,0,4,4,4,4,4,10,10,10,10,10,14,14,14
"ag038",0,0,0,0,0,0,0,0,6,6,6,6,6,6,14,14,14,14,8,18
"ag039",0,0,0,0,0,0,0,0,5,5,5,5,5,11,11,11,11,11,14,14
"ag040",0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,13,13
"ag042",0,0,0,0,0,0,0,0,10,10,10,10,10,10,24,24,24,24,14,29
"ag043",0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,11,11,11
"ag044",0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,12,12
"ag045",0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,13
"ag046",0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,30,30,30,30,32
"ag047",0,0,0,0,0,0,0,0,7,7,7,7,7,7,16,16,16,16,9,19
"ag048",0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,13,13,13,13
"ag049",0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,15,15,15,15,8
"ag050",0,0,0,0,1,1,1,1,1,1,1,6,6,6,5,5,5,11,11,11
"ag051",0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,18,18,18
"ag052",0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,27,27,27
"ag053",0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,17,17,17
"ag054",0,0,0,0,0,0,0,6,6,6,6,6,6,18,18,18,18,12,25,25
"ag055",0,0,0,0,0,0,0,13,13,13,13,13,29,29,29,29,46,33,33,33
"ag056",0,0,0,0,0,0,0,0,12,12,12,12,12,12,27,27,27,27,15,31
"ag058",0,0,0,0,0,0,0,10,10,10,10,10,10,27,27,27,27,17,37,37
"ag059",0,0,0,0,0,0,0,0,8,8,8,8,8,8,18,18,18,18,10,22
"ag060",0,0,0,0,0,0,0,5,5,5,5,5,5,11,11,11,11,6,13,13
"ag062",0,0,0,0,0,0,0,7,7,7,7,7,17,17,17,17,17,23,23,23
"ag063",0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,23
"ag064",0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,13,13
"ag065",0,0,0,0,0,0,0,5,5,5,5,5,15,15,15,15,15,23,23,23
"ag066",0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,11,11,11,11
"ag067",0,0,0,0,0,0,0,0,11,11,11,11,11,23,23,23,23,37,26,26
"ag068",0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,32,32,32
"ag069",0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,25,25,25,25
"ag070",0,0,0,0,0,0,0,8,8,8,8,8,21,21,21,21,36,28,28,28
"ag071",0,0,0,0,0,0,0,0,6,6,6,6,6,6,15,15,15,15,9,19
"ag072",0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,11,11,11
"ag073",0,0,0,0,0,0,0,5,5,5,5,5,12,12,12,12,12,15,15,15
"ag074",0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,22,22,22
"ag075",0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,46,46,46,46,50
"ag076",0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,18,18
"ag077",0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,12,12,12,12,7
"ag078",0,0,0,0,0,0,0,0,9,9,9,9,9,9,20,20,20,20,11,23
"ag080",0,0,0,0,0,0,0,8,8,8,8,8,19,19,19,19,19,24,24,24
"ag081",0,0,0,0,0,0,0,1,1,1,1,1,1,7,7,7,7,6,6,15
"ag082",0,0,0,0,0,0,0,0,10,10,10,10,10,10,25,25,25,25,15,15
"ag083",0,0,0,0,0,0,0,2,2,2,2,2,2,2,8,8,8,6,6,6
"ag084",0,0,0,0,0,0,0,0,11,11,11,11,11,11,25,25,25,25,14,29
"ag085",0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,21,21,21,21
"ag086",0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,17,17,17,17
"ag087",0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,12,12,12,12
"ag088",0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,9,9,9,9,10
"ag089",0,0,0,0,0,0,0,0,11,11,11,11,11,11,27,27,27,27,16,35
"ag090",0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,12,12,12,12
"ag093",0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,15,15,15,15,16
"ag094",0,0,0,0,0,0,0,0,5,5,5,5,5,5,16,16,16,16,11,11
"ag095",0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,33,33,33,33
"ag096",0,0,0,0,0,0,0,0,9,9,9,9,9,9,23,23,23,23,14,14
"ag098",0,0,0,0,0,0,0,7,7,7,7,7,7,24,24,24,24,17,35,35
"ag099",0,0,0,0,0,0,0,0,5,5,5,5,5,5,13,13,13,13,8,8
"ag100",0,0,0,0,0,0,0,4,4,4,4,4,4,15,15,15,15,11,11,24
"ag101",0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,15,15,15,15
"ag102",0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,21,21,21,21
"ag104",0,0,0,0,0,0,0,0,0,24,24,24,24,24,50,50,50,50,79,55
"ag105",0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,21,21,21
"ag106",0,0,0,0,0,0,0,0,6,6,6,6,6,6,14,14,14,14,8,8
"ag107",0,0,0,0,0,0,0,0,8,8,8,8,8,17,17,17,17,27,19,19
"ag108",0,0,0,0,0,0,0,5,5,5,5,5,5,14,14,14,14,9,9,20
"ag109",0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,44,44,44,44
"ag110",0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,19,19,19
"ag111",0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,14,14,14,14
"ag112",0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,18,18,18,18,11
"ag113",0,0,0,0,0,0,0,0,9,9,9,9,9,9,21,21,21,21,24,24
"ag114",0,0,0,0,0,0,0,10,10,10,10,10,23,23,23,23,23,30,30,30
"ag117",0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,11,11,11
"ag118",0,0,0,0,0,0,0,0,8,8,8,8,8,8,18,18,18,18,21,21
"ag119",0,0,0,0,0,0,0,5,5,5,5,5,13,13,13,13,13,17,17,17
"ag120",0,0,0,0,0,0,0,3,3,3,3,3,3,8,8,8,8,5,11,11
"ag122",0,0,0,0,0,0,0,6,6,6,6,6,6,16,16,16,16,10,21,21
"ag123",0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,13,13,13,13
"ag124",0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,18,18,18,18
"ag125",0,0,0,0,0,0,0,0,11,11,11,11,11,11,24,24,24,24,13,28
"ag126",0,0,0,0,0,0,0,5,5,5,5,5,11,11,11,11,11,13,13,13
"ag127",0,0,0,0,0,0,0,0,0,7,7,7,7,7,15,15,15,15,15,18
"ag128",0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,17,17,17,17
"ag129",0,0,0,0,0,0,0,0,9,9,9,9,9,20,20,20,20,20,24,24
"ag130",0,0,0,0,0,0,0,0,6,6,6,6,6,6,15,15,15,15,9,20
"ag131",0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,32,32,32
"ag132",0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,15,15
"ag133",0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,15,15,15,15
"ag134",0,0,0,0,0,0,0,0,9,9,9,9,9,23,23,23,23,23,35,35
"ag136",0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,18
"ag137",0,0,0,0,0,0,0,6,6,6,6,6,14,14,14,14,14,18,18,18
