"Year","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037"
"ag025",0,1,1,1,1,1,1,1,1,7,7,7,7,7,7,9.5,9.5,9.5,9.5,9.5
"ag027",0,0,1,1,1,1,1,1,1,1,1,5.5,5.5,5.5,5.5,5.5,5.5,8.5,8.5,8.5
"ag028",1,1,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,4.5,4.5,4.5,4.5
"ag029",0,1,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,5,5,5
"ag030",0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2,2,2,3,3
"ag031",1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5
"ag032",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3,3,5,5,5,5,5,5
"ag033",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.5,6.5,6.5,6.5,6.5,6.5,9,9,9,9,9,10.5
"ag034",1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,6,6,6,6,6,6
"ag035",1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6,6,6,6,9.5,9.5,9.5,9.5,9.5,11.5,11.5
"ag036",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,3.5,3.5,3.5,3.5
"ag037",1,1,1,1,1,1,1,3,3,3,3,3,4,4,4,4,4,5,5,5
"ag038",0,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,4.5,4.5,4.5,4.5,4.5,6
"ag039",1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,4.5,4.5,4.5,4.5,4.5,5.5,5.5
"ag040",0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4.5,4.5
"ag042",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5,5.5,5.5,8,8,8,8,8,10.5
"ag043",0,1,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,4.5,4.5,4.5
"ag044",0,0,1,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,5.5,5.5
"ag045",0,0,1,1,1,1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,6
"ag046",2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,8,8,8,8,8,8,9.5,9.5,9.5,9.5,11
"ag047",1,1,1,1,1,1,1,1,4,4,4,4,4,4,6,6,6,6,6,7
"ag048",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,4,4,4,4,4,5.5,5.5,5.5,5.5
"ag049",1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5,5.5,5.5
"ag050",0,0,0,0,1,1,1,1,1,1,1,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3
"ag051",0,1,1,1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,6.5,6.5,6.5
"ag052",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,5,5,5,5,5,6.5,6.5,6.5
"ag053",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3,3,4,4,4
"ag054",1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,6.5,6.5,6.5,6.5,6.5,7.5,7.5
"ag055",1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6,6,6,8,8,8,8,9,9,9,9
"ag056",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,8,8,8,8,8,8,11,11,11,11,11,14
"ag058",1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6,6,6,6,9.5,9.5,9.5,9.5,9.5,11.5,11.5
"ag059",1,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5,5.5,5.5,7
"ag060",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2,2,2.5,2.5,2.5,2.5,2.5,3.5,3.5
"ag062",4,4,4,4,4,4,4,7,7,7,7,7,9,9,9,9,9,11.5,11.5,11.5
"ag063",0,0,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,12
"ag064",0,0,1,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,5,5
"ag065",1,1,1,1,1,1,1,3,3,3,3,3,5.5,5.5,5.5,5.5,5.5,7,7,7
"ag066",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3,3,4,4,4,4
"ag067",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5,6,6,6,6,7,7,7
"ag068",0,0,1,1,1,1,1,1,1,1,1,5.5,5.5,5.5,5.5,5.5,5.5,6.5,6.5,6.5
"ag069",2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,7.5,7.5,7.5,7.5
"ag070",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5,7.5,7.5,7.5,7.5,9,9,9,9
"ag071",0,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5,5.5,5.5,6.5
"ag072",0,0,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5
"ag073",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,3.5,3.5,3.5,3.5,3.5,4,4,4
"ag074",0,1,1,1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,7.5,7.5,7.5
"ag075",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,7.5,7.5,7.5,7.5,9.5,9.5,9.5,9.5,10.5
"ag076",0,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,7,7
"ag077",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,3.5,3.5,3.5,3.5,3.5
"ag078",1,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5,5.5,5.5,7
"ag080",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5,7,7,7,7,7,8,8,8
"ag081",0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3,4.5
"ag082",2,2,2,2,2,2,2,2,7,7,7,7,7,7,10,10,10,10,10,10
"ag083",0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,3,3
"ag084",2,2,2,2,2,2,2,2,7,7,7,7,7,7,9.5,9.5,9.5,9.5,9.5,11.5
"ag085",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,5,5,5,5,5,7.5,7.5,7.5,7.5
"ag086",1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5,5.5
"ag087",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3
"ag088",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2,2,2.5,2.5,2.5,2.5,3
"ag089",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.5,6.5,6.5,6.5,6.5,6.5,8.5,8.5,8.5,8.5,8.5,10.5
"ag090",1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4.5,4.5,4.5,4.5
"ag093",0,1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,6,6,6,6,7.5
"ag094",0,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,8,8,8,8,8,8
"ag095",1,1,1,1,1,1,1,1,1,1,5.5,5.5,5.5,5.5,5.5,5.5,7.5,7.5,7.5,7.5
"ag096",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,8,8,8,8,8,8,12.5,12.5,12.5,12.5,12.5,12.5
"ag098",1.5,1.5,1.5,1.5,1.5,1.5,1.5,4.5,4.5,4.5,4.5,4.5,4.5,8.5,8.5,8.5,8.5,8.5,10,10
"ag099",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,4,4,4,4,4,4
"ag100",1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,6.5,6.5,6.5,6.5,6.5,6.5,8.5
"ag101",1,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,4.5,4.5,4.5,4.5
"ag102",0,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,8,8,8,8,8,8,10,10,10,10
"ag104",2,2,2,2,2,2,2,2,2,11,11,11,11,11,14,14,14,14,16.5,16.5
"ag105",1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,6.5,6.5,6.5
"ag106",1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,5.5,5.5,5.5,5.5,5.5,5.5
"ag107",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,4.5,4.5,4.5,4.5,4.5,5.5,5.5,5.5,5.5,7,7,7
"ag108",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,4,4,4,4,4,4,5
"ag109",0,0,3,3,3,3,3,3,3,3,13,13,13,13,13,13,16.5,16.5,16.5,16.5
"ag110",1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5
"ag111",0,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,5,5,5,5
"ag112",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4.5,4.5,4.5,4.5,4.5,4.5,7.5,7.5,7.5,7.5,7.5
"ag113",1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,6,6,6,6,7,7
"ag114",2,2,2,2,2,2,2,6.5,6.5,6.5,6.5,6.5,8.5,8.5,8.5,8.5,8.5,10.5,10.5,10.5
"ag117",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3
"ag118",1,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5,5.5,6.5,6.5
"ag119",1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,5,5,5,5,5,6,6,6
"ag120",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,4,4,4,4,4,5,5
"ag122",1,1,1,1,1,1,1,4,4,4,4,4,4,6.5,6.5,6.5,6.5,6.5,7.5,7.5
"ag123",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,3.5,3.5,3.5,3.5
"ag124",1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,6,6,6,6
"ag125",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5,5.5,5.5,7,7,7,7,7,8.5
"ag126",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3,3,4,4,4
"ag127",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,4,4,4,4,4,4.5,4.5,4.5,4.5,4.5,6
"ag128",2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,6,6,6,6,6,6,7.5,7.5,7.5,7.5
"ag129",1,1,1,1,1,1,1,1,5.5,5.5,5.5,5.5,5.5,7,7,7,7,7,8.5,8.5
"ag130",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3,3,4.5,4.5,4.5,4.5,4.5,5.5
"ag131",0,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,11.5,11.5,11.5,11.5,11.5,11.5,15.5,15.5,15.5
"ag132",0,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5,5
"ag133",0,0,1,1,1,1,1,1,1,1,5,5,5,5,5,5,6.5,6.5,6.5,6.5
"ag134",1,1,1,1,1,1,1,1,6,6,6,6,6,9.5,9.5,9.5,9.5,9.5,14,14
"ag136",0,0,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5
"ag137",2,2,2,2,2,2,2,5.5,5.5,5.5,5.5,5.5,7.5,7.5,7.5,7.5,7.5,9.5,9.5,9.5
"ag139",2,2,2,2,2,2,2,2,7,7,7,7,7,8.5,8.5,8.5,8.5,10,10,10
"ag140",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5
"ag141",3,3,3,3,3,3,3,9,9,9,9,9,9,12,12,12,12,12,14.5,14.5
"ag142",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,4,4,4,4,4,5
"ag143",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5,5.5,5.5,7.5,7.5,7.5,7.5,7.5
"ag144",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3,3,4,4,4,4,4,5
"ag145",1,1,1,1,1,1,1,1,6.5,6.5,6.5,6.5,6.5,8,8,8,8,9.5,9.5,9.5
"ag147",2,2,2,2,2,2,2,2,7,7,7,7,7,7,10,10,10,10,10,13.5
"ag148",0,1,1,1,1,1,1,1,1,1,5.5,5.5,5.5,5.5,5.5,5.5,7.5,7.5,7.5,7.5
"ag149",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5.5,5.5,5.5,5.5,5.5,5.5,8.5,8.5,8.5,8.5,8.5,8.5,11.5
"ag151",0,1,1,1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,6,6,6
"ag152",0,0,3,3,3,3,3,3,3,3,3,11.5,11.5,11.5,11.5,11.5,11.5,15.5,15.5,15.5
"ag153",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,3.5,3.5,3.5,3.5
"ag154",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,4,4,4,4,4,5.5,5.5,5.5,5.5,5.5,5.5
"ag155",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2,2,3,3,3
"ag156",1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,7.5,7.5,7.5,7.5,8.5,8.5,8.5
"ag157",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5,5.5,8.5,8.5,8.5,8.5,11,11,11,11
"ag159",1.5,1.5,1.5,1.5,1.5,1.5,1.5,4.5,4.5,4.5,4.5,4.5,4.5,8.5,8.5,8.5,8.5,8.5,10.5,10.5
"ag160",1,1,1,1,1,1,1,1,5,5,5,5,5,5,7.5,7.5,7.5,7.5,7.5,9.5
"ag161",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5,5.5,5.5,8.5,8.5,8.5,8.5,8.5,8.5
"ag162",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3,3,3.5,3.5,3.5,3.5
"ag163",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3,3
"ag164",0,1,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,4.5,4.5,4.5
"ag165",0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,4,4,4,4
"ag166",0,0,2,2,2,2,2,2,2,2,2,12,12,12,12,12,12,15,15,15
"ag167",1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5,5.5
"ag168",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3,3
"ag169",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,3.5,3.5,3.5,3.5,4
"ag170",1,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5,5.5,5.5,7
"ag171",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3
"ag172",0,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5
"ag173",1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5,5.5
"ag174",0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,4,4,4,4,4,6
"ag175",0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,5,5,5,5,5,7.5,7.5,7.5,7.5,7.5,9.5,9.5
"ag176",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3,3,4.5,4.5,4.5,4.5,4.5
"ag177",1,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,5,5,5,5
"ag178",0,0,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,4,4,4
"ag179",1,1,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,5,5,5
"ag180",0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,3.5,3.5,3.5,3.5,3.5,5.5,5.5
"ag181",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6,6,6,6,8,8,8,8,9.5,9.5
"ag182",1,1,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,4.5,4.5,4.5
"ag183",0,1,1,1,1,1,1,1,1,1,1,5.5,5.5,5.5,5.5,5.5,5.5,7,7,7
"ag184",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,3.5,3.5,3.5,3.5,3.5
"ag185",2,2,2,2,2,2,2,5,5,5,5,5,7,7,7,7,7,9.5,9.5,9.5
"ag186",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3
"ag188",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,3.5,3.5,3.5,3.5,3.5,5,5,5,5,5
"ag189",1,1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,5.5,5.5,5.5,5.5,5.5
"ag191",1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,7.5,7.5,7.5,7.5,11.5,11.5,11.5,11.5,11.5,14,14
"ag192",1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,7,7,7,7,9.5,9.5
"ag193",1,1,1,1,1,1,1,1,5,5,5,5,5,5,7,7,7,7,7,8.5
"ag194",0,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5,5.5
"ag195",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6,6,6,6,8,8,8,8,8
"ag196",0,0,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,7.5
"ag197",1,1,1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,5.5,5.5,5.5,5.5
"ag198",0,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5
"ag199",1,1,1,1,1,1,1,4,4,4,4,4,4,6.5,6.5,6.5,6.5,6.5,8,8
"ag200",0,0,2,2,2,2,2,2,2,2,2,2,8.5,8.5,8.5,8.5,8.5,8.5,12,12
"ag201",1,1,1,1,1,1,1,1,1,1,5.5,5.5,5.5,5.5,5.5,5.5,7,7,7,7
"ag202",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2,2,2.5,2.5,2.5,2.5
"ag204",1,1,1,1,1,1,1,1,4,4,4,4,4,4.5,4.5,4.5,4.5,4.5,5.5,5.5
"ag205",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,3.5,3.5,3.5,3.5
"ag206",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,5,5,5,5,5,7,7,7,7,7
"ag207",2,2,2,2,2,2,2,2,6,6,6,6,6,6,9,9,9,9,9,11
"ag208",0,1,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,5,5,5
"ag209",1,1,1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,6.5,6.5,6.5,6.5
"ag210",1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5,5,5
"ag211",0,1,1,1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,5.5,5.5,5.5
"ag212",1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6,6,6,8.5,8.5,8.5,8.5,10,10,10,10
"ag213",1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5,5.5
"ag214",1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4.5,4.5,4.5,4.5
"ag215",0,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,7.5,7.5
"ag216",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3,3,4,4,4,4
"ag217",1,1,1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,6,6,6,6
"ag218",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2,2,3,3,3,3,3,4.5
"ag219",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3
"ag220",0,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,6.5,6.5,6.5,6.5,6.5,8
"ag222",1,1,1,1,1,1,1,1,5,5,5,5,5,5,7,7,7,7,7,8
"ag223",0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,4.5,4.5,4.5,4.5
"ag224",0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,3.5,3.5,3.5,4.5,4.5
"ag225",0,1,1,1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,7,7,7
"ag226",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,3.5,3.5,3.5,3.5,3.5,5,5,5,5,5,6
"ag227",0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.5
"ag228",4.5,4.5,4.5,4.5,4.5,4.5,4.5,8.5,8.5,8.5,8.5,8.5,8.5,14,14,14,14,14,18,18
"ag230",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6,6,6,7,7,7,7,7,8.5
"ag232",0,0,0,0,0,0,1,1,1,1,1,1,1,6,6,6,6,6,6,8.5
"ag233",0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3.5,3.5,3.5,3.5
"ag235",0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,4,4,4
"ag236",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,3.5,3.5,3.5,3.5,3.5,5.5,5.5,5.5,5.5
"ag237",0,0,1,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,4.5,4.5
"ag238",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5,5,6,6,6,6
"ag239",1,1,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,4.5,4.5,4.5
"ag240",0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3,3,5,5
"ag241",1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4.5,4.5,4.5,4.5,4.5
"ag242",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5,5,7.5,7.5,7.5,7.5,7.5,9.5,9.5
"ag243",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5,5.5,5.5,7.5,7.5,7.5,7.5
"ag244",1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5,5,5,5,6.5
"ag245",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2,2,2.5,2.5,2.5,2.5
"ag246",1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,7.5,7.5,7.5,7.5
"ag247",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3,3,4.5,4.5,4.5,4.5
"ag248",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6,6,6,6,9.5,9.5,9.5,9.5,9.5,12
"ag250",2,2,2,2,2,2,2,2,2,4.5,4.5,4.5,4.5,4.5,4.5,5.5,5.5,5.5,5.5,5.5
"ag251",0,0,0,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,11.5
