"Year","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"ag048",0,0,0,1,1,1,1,1,1,1,1,5
"ag049",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag050",0,0,0,2,2,2,2,2,2,5,5,5
"ag051",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5
"ag052",0,1,1,1,1,1,1,1,1,5,5,5
"ag053",0,1,1,1,1,1,1,1,1,1,5,5
"ag054",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag055",3,3,3,3,3,3,3,5,5,5,5,5
"ag056",0,3,3,3,3,3,3,3,3,8.5,8.5,8.5
"ag058",3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,5,5,5,5
"ag059",2,2,2,2,2,2,2,5,5,5,5,5
"ag060",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5
"ag062",5,5,5,5,5,5,5,5,5,5,8,8
"ag063",0,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5
"ag064",0,0,1,1,1,1,1,1,1,1,5,5
"ag065",2,2,2,2,2,2,2,5,5,5,5,5
"ag066",0,0,1,1,1,1,1,1,1,1,1,5
"ag067",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5
"ag068",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5
"ag069",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5
"ag070",2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5
"ag071",0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5
"ag072",0,0,2,2,2,2,2,2,2,2,2,5
"ag073",1,1,1,1,1,1,1,1,5,5,5,5
"ag074",1,1,1,1,1,1,1,5,5,5,5,5
"ag075",2,2,2,2,2,2,2,5,5,5,5,5
"ag076",0,1,1,1,1,1,1,1,1,5,5,5
"ag077",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5
"ag078",2,2,2,2,2,2,2,5,5,5,5,5
"ag080",3,3,3,3,3,3,3,5,5,5,5,5
"ag081",0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5
"ag082",5,5,5,5,5,5,5,5,5,5,5,5
"ag083",0,0,0,0,0,0,5,5,5,5,5,5
"ag084",3,3,3,3,3,3,3,5,5,5,5,5
"ag085",0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5
"ag086",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5
"ag087",1,1,1,1,1,1,1,1,1,5,5,5
"ag088",1,1,1,1,1,1,1,1,5,5,5,5
"ag089",0,3,3,3,3,3,3,3,3,5,5,5
"ag090",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5
"ag093",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5
"ag094",0,2,2,2,2,2,2,2,2,5,5,5
"ag095",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag096",0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,5,5
"ag098",2,2,2,2,2,2,2,5,5,5,5,5
"ag099",0,1,1,1,1,1,1,1,1,5,5,5
"ag100",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag101",1,1,1,1,1,1,1,5,5,5,5,5
"ag102",0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,7.5,7.5,7.5
"ag104",3,3,3,3,3,3,3,5,5,5,5,5
"ag105",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5
"ag106",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag107",2,2,2,2,2,2,2,5,5,5,5,5
"ag108",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5
"ag109",0,0,4,4,4,4,4,4,4,4,13,13
"ag110",1,1,1,1,1,1,1,5,5,5,5,5
"ag111",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5
"ag112",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5
"ag113",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag114",4,4,4,4,4,4,4,5,5,5,5,5
"ag117",0,1,1,1,1,1,1,1,1,1,5,5
"ag118",2,2,2,2,2,2,2,2,5,5,5,5
"ag119",2,2,2,2,2,2,2,2,5,5,5,5
"ag120",1,1,1,1,1,1,1,5,5,5,5,5
"ag122",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag123",0,1,1,1,1,1,1,1,1,5,5,5
"ag124",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag125",3,3,3,3,3,3,3,5,5,5,5,5
"ag126",1,1,1,1,1,1,1,5,5,5,5,5
"ag127",2,2,2,2,2,2,2,5,5,5,5,5
"ag128",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5
"ag129",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag130",1,1,1,1,1,1,1,5,5,5,5,5
"ag131",0,0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,10.5,10.5
"ag132",0,1,1,1,1,1,1,1,5,5,5,5
"ag133",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5
"ag134",2,2,2,2,2,2,2,5,5,5,5,5
"ag136",0,0,1,1,1,1,1,1,1,1,1,5
"ag137",3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,5,5,5,5
"ag139",3,3,3,3,3,3,3,5,5,5,5,5
"ag140",0,0,0,0,2,2,2,2,2,2,2,5
"ag141",4.5,4.5,4.5,4.5,4.5,4.5,4.5,9.5,9.5,9.5,9.5,9.5
"ag142",1,1,1,1,1,1,1,5,5,5,5,5
"ag143",2,2,2,2,2,2,2,5,5,5,5,5
"ag144",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5
"ag145",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5
"ag147",3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,5,5,5,5
"ag148",0,2,2,2,2,2,2,2,2,5,5,5
"ag149",3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,5,5,5,5
"ag151",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5
"ag152",0,0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,10.5,10.5
"ag153",1,1,1,1,1,1,1,1,5,5,5,5
"ag154",0,1,1,1,1,1,1,1,1,5,5,5
"ag155",0,1,1,1,1,1,1,1,1,1,5,5
"ag156",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5
"ag157",3,3,3,3,3,3,3,5,5,5,5,5
"ag159",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5
"ag160",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag161",0,3,3,3,3,3,3,3,3,5,5,5
"ag162",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5
"ag163",0,1,1,1,1,1,1,1,1,5,5,5
"ag164",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5
"ag165",0,0,0,2,2,2,2,2,2,5,5,5
"ag166",0,0,3,3,3,3,3,3,3,3,3,11.5
"ag167",1,1,1,1,1,1,1,5,5,5,5,5
"ag168",1,1,1,1,1,1,1,1,5,5,5,5
"ag169",1,1,1,1,1,1,1,1,5,5,5,5
"ag170",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag171",0,1,1,1,1,1,1,1,1,5,5,5
"ag172",1,1,1,1,1,1,1,5,5,5,5,5
"ag173",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5
"ag174",0,0,0,1,1,1,1,1,1,1,1,1
"ag175",3,3,3,3,3,3,3,5,5,5,5,5
"ag176",1,1,1,1,1,1,1,5,5,5,5,5
"ag177",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5
"ag178",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5
"ag179",1,1,1,1,1,1,1,5,5,5,5,5
"ag180",0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
"ag181",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5
"ag182",1,1,1,1,1,1,1,5,5,5,5,5
"ag183",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5
"ag184",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5
"ag185",3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,5,5,5,5
"ag186",0,1,1,1,1,1,1,1,1,5,5,5
"ag188",1,1,1,1,1,1,1,5,5,5,5,5
"ag189",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag191",3,3,3,3,3,3,3,5,5,5,5,5
"ag192",0,2,2,2,2,2,2,2,2,5,5,5
"ag193",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag194",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5
"ag195",0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5
"ag196",0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
"ag197",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5
"ag198",0,0,2,2,2,2,2,2,2,2,5,5
"ag199",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag200",0,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,8
"ag201",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5
"ag202",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5
"ag204",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag205",1,1,1,1,1,1,1,1,5,5,5,5
"ag206",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5
"ag207",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5
"ag208",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5
"ag209",1,1,1,1,1,1,1,5,5,5,5,5
"ag210",1,1,1,1,1,1,1,5,5,5,5,5
"ag211",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5
"ag212",3,3,3,3,3,3,3,5,5,5,5,5
"ag213",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5
"ag214",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag215",0,2,2,2,2,2,2,2,2,5,5,5
"ag216",0,1,1,1,1,1,1,1,1,1,5,5
"ag217",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag218",1,1,1,1,1,1,1,5,5,5,5,5
"ag219",0,0,1,1,1,1,1,1,1,1,1,5
"ag220",2,2,2,2,2,2,2,5,5,5,5,5
"ag222",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5
"ag223",0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5
"ag224",0,0,0,0,3.5,3.5,3.5,3.5,3.5,5,5,5
"ag225",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5
"ag226",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5
"ag227",0,0,0,0,1,1,1,1,1,1,1,1
"ag228",0,5,5,5,5,5,5,5,5,5,5,5
"ag230",2,2,2,2,2,2,2,5,5,5,5,5
"ag232",0,0,0,0,0,2.5,2.5,2.5,2.5,2.5,2.5,5
"ag233",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5
"ag235",0,0,1,1,1,1,1,1,1,1,5,5
"ag236",1,1,1,1,1,1,1,1,5,5,5,5
"ag237",0,0,1,1,1,1,1,1,1,1,1,5
"ag238",2,2,2,2,2,2,2,5,5,5,5,5
"ag239",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5
"ag240",0,0,1,1,1,1,1,1,1,1,5,5
"ag241",2,2,2,2,2,2,2,5,5,5,5,5
"ag242",3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,5,5,5,5
"ag243",0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5
"ag244",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag245",1,1,1,1,1,1,1,1,5,5,5,5
"ag246",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag247",0,0,1,1,1,1,1,1,1,1,1,5
"ag248",2,2,2,2,2,2,2,5,5,5,5,5
"ag250",0,3,3,3,3,3,3,3,3,5,5,5
"ag251",0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
"ag253",3,3,3,3,3,3,3,8.5,8.5,8.5,8.5,8.5
"ag254",2,2,2,2,2,2,2,5,5,5,5,5
"ag255",4,4,4,4,4,4,4,9.5,9.5,9.5,9.5,9.5
"ag256",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5
"ag257",2,2,2,2,2,2,2,2,5,5,5,5
"ag258",0,2,2,2,2,2,2,2,2,5,5,5
"ag259",0,0,1,1,1,1,1,1,1,1,1,5
"ag260",0,0,0,2,2,2,2,2,2,2,2,2
"ag261",1,1,1,1,1,1,1,5,5,5,5,5
"ag262",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5
"ag263",0,1,1,1,1,1,1,1,1,1,5,5
"ag264",0,1,1,1,1,1,1,1,1,5,5,5
"ag267",2,2,2,2,2,2,2,5,5,5,5,5
"ag268",0,1,1,1,1,1,1,1,1,1,1,5
"ag269",0,1,1,1,1,1,1,1,1,1,5,5
"ag270",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5
"ag271",2,2,2,2,2,2,2,2,5,5,5,5
"ag272",1,1,1,1,1,1,1,5,5,5,5,5
"ag273",2,2,2,2,2,2,2,5,5,5,5,5
"ag274",2,2,2,2,2,2,2,2,5,5,5,5
"ag276",3,3,3,3,3,3,3,5,5,5,5,5
"ag277",2,2,2,2,2,2,2,5,5,5,5,5
"ag278",0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5
"ag279",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5
"ag280",0,0,0,0,2,2,2,2,2,2,2,2
"ag281",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5
"ag282",1,1,1,1,1,1,1,1,1,5,5,5
"ag283",0,1,1,1,1,1,1,1,1,1,5,5
"ag284",0,1,1,1,1,1,1,1,1,5,5,5
"ag285",2,2,2,2,2,2,2,5,5,5,5,5
"ag286",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5
"ag287",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag288",2,2,2,2,2,2,2,5,5,5,5,5
"ag289",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag290",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag291",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5
"ag292",0,0,0,0,0,2,2,2,2,2,5,5
"ag293",2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5
"ag294",3,3,3,3,3,3,3,5,5,5,5,5
"ag295",0,1,1,1,1,1,1,1,1,1,5,5
"ag296",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5
"ag297",1,1,1,1,1,1,1,5,5,5,5,5
"ag298",1,1,1,1,1,1,1,1,5,5,5,5
"ag299",5,5,5,5,5,5,5,5,5,5,5,5
